Day,Month,Year,Location,Gear,Tow,Species,Length,Date,Season,Sample
E,10,2010,HB,Seine,,Tomcod,210,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Smelt,121,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Smelt,120,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,98,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,97,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,60,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,62,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,77,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,67,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,73,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,68,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,62,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,78,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,80,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,64,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,72,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,89,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,90,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,55,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,66,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,58,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,77,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,57,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,55,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Atlantic silverside,53,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,165,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,76,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,75,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,90,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,81,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,69,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,77,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,78,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,70,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,85,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,82,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,78,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,60,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,90,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,85,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,92,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,68,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,66,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,70,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,85,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,70,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,85,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,87,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,80,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,85,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,68,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,162,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,80,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,82,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,55,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,55,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Winter Flounder,nm,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,mummichog,45,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,mummichog,63,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Shorthorn sculpin,73,1/10/2010,Fall,E-10-2010-HB-Seine
E,10,2010,HB,Seine,,Shorthorn sculpin,70,1/10/2010,Fall,E-10-2010-HB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,78,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,92,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,85,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,70,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,76,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,78,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,77,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,65,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,75,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,77,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,73,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,78,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,77,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,71,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,75,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,63,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,77,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,67,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,85,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,98,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,86,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,62,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,70,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,76,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,77,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,74,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,65,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,116,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,92,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,73,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,117,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,106,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,111,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
L,10,2010,BB,Seine,3,Atlantic silverside,nm,15/10/2010,Fall,L-10-2010-BB-Seine
